pb_1,pb_2,pb_3,v_1,v_2,v_3
0.38661,0.0075623,0.49675,0.0046381,-8.6576e-05,0.0048887
0.38661,0.0075622,0.49675,0.0046361,-8.9135e-05,0.0048937
0.38662,0.0075621,0.49676,0.0046334,-9.1676e-05,0.004898
0.38662,0.007562,0.49676,0.00463,-9.4201e-05,0.0049015
0.38662,0.0075619,0.49677,0.0046259,-9.6708e-05,0.0049044
0.38663,0.0075618,0.49677,0.0046212,-9.9197e-05,0.0049065
0.38663,0.0075617,0.49678,0.0046158,-0.00010167,0.0049078
0.38664,0.0075616,0.49678,0.0046097,-0.00010412,0.0049085
0.38664,0.0075615,0.49679,0.0046029,-0.00010655,0.0049084
0.38665,0.0075614,0.49679,0.0045955,-0.00010897,0.0049076
0.38665,0.0075613,0.4968,0.0045874,-0.00011136,0.0049061
0.38666,0.0075612,0.4968,0.0045786,-0.00011374,0.0049038
0.38666,0.0075611,0.49681,0.0045692,-0.00011609,0.0049009
0.38667,0.007561,0.49681,0.0045591,-0.00011843,0.0048972
0.38667,0.0075609,0.49682,0.0045484,-0.00012074,0.0048928
0.38667,0.0075607,0.49682,0.004537,-0.00012303,0.0048876
0.38668,0.0075606,0.49683,0.0045249,-0.0001253,0.0048818
0.38668,0.0075605,0.49683,0.0045122,-0.00012755,0.0048753
0.38669,0.0075604,0.49684,0.0044988,-0.00012978,0.004868
0.38669,0.0075602,0.49684,0.0044849,-0.00013198,0.00486
0.3867,0.0075601,0.49685,0.0044702,-0.00013417,0.0048514
0.3867,0.00756,0.49685,0.0044549,-0.00013632,0.004842
0.38671,0.0075598,0.49686,0.004439,-0.00013846,0.0048319
0.38671,0.0075597,0.49686,0.0044225,-0.00014057,0.0048211
0.38672,0.0075595,0.49687,0.0044053,-0.00014266,0.0048097
0.38672,0.0075594,0.49687,0.0043875,-0.00014473,0.0047975
0.38672,0.0075592,0.49688,0.0043691,-0.00014677,0.0047847
0.38673,0.0075591,0.49688,0.00435,-0.00014878,0.0047711
0.38673,0.0075589,0.49688,0.0043304,-0.00015077,0.0047569
0.38674,0.0075588,0.49689,0.0043101,-0.00015274,0.004742
0.38674,0.0075586,0.49689,0.0042892,-0.00015468,0.0047264
0.38675,0.0075585,0.4969,0.0042678,-0.00015659,0.0047101
0.38675,0.0075583,0.4969,0.0042457,-0.00015848,0.0046932
0.38675,0.0075582,0.49691,0.004223,-0.00016035,0.0046756
0.38676,0.007558,0.49691,0.0041997,-0.00016218,0.0046573
0.38676,0.0075578,0.49692,0.0041759,-0.00016399,0.0046384
0.38677,0.0075577,0.49692,0.0041515,-0.00016577,0.0046188
0.38677,0.0075575,0.49693,0.0041265,-0.00016753,0.0045986
0.38677,0.0075573,0.49693,0.0041009,-0.00016926,0.0045777
0.38678,0.0075572,0.49694,0.0040747,-0.00017096,0.0045562
0.38678,0.007557,0.49694,0.004048,-0.00017264,0.004534
0.38679,0.0075568,0.49694,0.0040207,-0.00017428,0.0045112
0.38679,0.0075567,0.49695,0.0039929,-0.0001759,0.0044877
0.3868,0.0075565,0.49695,0.0039645,-0.00017749,0.0044636
0.3868,0.0075563,0.49696,0.0039356,-0.00017905,0.0044389
0.3868,0.0075561,0.49696,0.0039062,-0.00018058,0.0044136
0.38681,0.0075559,0.49697,0.0038762,-0.00018209,0.0043877
0.38681,0.0075558,0.49697,0.0038456,-0.00018356,0.0043612
0.38681,0.0075556,0.49698,0.0038146,-0.00018501,0.004334
0.38682,0.0075554,0.49698,0.003783,-0.00018642,0.0043063
0.38682,0.0075552,0.49698,0.0037509,-0.00018781,0.0042779
0.38683,0.007555,0.49699,0.0037184,-0.00018916,0.004249
0.38683,0.0075548,0.49699,0.0036853,-0.00019049,0.0042194
0.38683,0.0075546,0.497,0.0036517,-0.00019179,0.0041893
0.38684,0.0075544,0.497,0.0036176,-0.00019306,0.0041587
0.38684,0.0075542,0.49701,0.003583,-0.00019429,0.0041274
0.38684,0.007554,0.49701,0.003548,-0.0001955,0.0040956
0.38685,0.0075539,0.49701,0.0035125,-0.00019667,0.0040632
0.38685,0.0075537,0.49702,0.0034765,-0.00019782,0.0040303
0.38685,0.0075535,0.49702,0.0034401,-0.00019893,0.0039968
0.38686,0.0075533,0.49703,0.0034032,-0.00020001,0.0039628
0.38686,0.0075531,0.49703,0.0033658,-0.00020107,0.0039283
0.38686,0.0075529,0.49703,0.003328,-0.00020209,0.0038932
0.38687,0.0075527,0.49704,0.0032898,-0.00020308,0.0038576
0.38687,0.0075524,0.49704,0.0032511,-0.00020403,0.0038215
0.38687,0.0075522,0.49705,0.0032121,-0.00020496,0.0037848
0.38688,0.007552,0.49705,0.0031725,-0.00020586,0.0037477
0.38688,0.0075518,0.49705,0.0031326,-0.00020672,0.00371
0.38688,0.0075516,0.49706,0.0030923,-0.00020755,0.0036719
0.38689,0.0075514,0.49706,0.0030516,-0.00020835,0.0036333
0.38689,0.0075512,0.49706,0.0030105,-0.00020912,0.0035942
0.38689,0.007551,0.49707,0.002969,-0.00020985,0.0035546
0.3869,0.0075508,0.49707,0.0029271,-0.00021056,0.0035146
0.3869,0.0075506,0.49707,0.0028849,-0.00021123,0.0034741
0.3869,0.0075504,0.49708,0.0028423,-0.00021187,0.0034331
0.3869,0.0075502,0.49708,0.0027993,-0.00021248,0.0033917
0.38691,0.0075499,0.49708,0.002756,-0.00021305,0.0033498
0.38691,0.0075497,0.49709,0.0027123,-0.0002136,0.0033075
0.38691,0.0075495,0.49709,0.0026683,-0.00021411,0.0032648
0.38692,0.0075493,0.49709,0.002624,-0.00021458,0.0032217
0.38692,0.0075491,0.4971,0.0025793,-0.00021503,0.0031781
0.38692,0.0075489,0.4971,0.0025343,-0.00021544,0.0031342
0.38692,0.0075487,0.4971,0.0024891,-0.00021583,0.0030898
0.38693,0.0075484,0.49711,0.0024435,-0.00021617,0.0030451
0.38693,0.0075482,0.49711,0.0023976,-0.00021649,0.003
0.38693,0.007548,0.49711,0.0023514,-0.00021677,0.0029545
0.38693,0.0075478,0.49712,0.002305,-0.00021703,0.0029086
0.38693,0.0075476,0.49712,0.0022582,-0.00021725,0.0028623
0.38694,0.0075474,0.49712,0.0022113,-0.00021743,0.0028157
0.38694,0.0075471,0.49712,0.002164,-0.00021759,0.0027688
0.38694,0.0075469,0.49713,0.0021165,-0.00021771,0.0027215
0.38694,0.0075467,0.49713,0.0020688,-0.0002178,0.0026739
0.38695,0.0075465,0.49713,0.0020208,-0.00021786,0.0026259
0.38695,0.0075463,0.49714,0.0019726,-0.00021788,0.0025776
0.38695,0.007546,0.49714,0.0019241,-0.00021787,0.0025291
0.38695,0.0075458,0.49714,0.0018755,-0.00021784,0.0024802
0.38695,0.0075456,0.49714,0.0018266,-0.00021776,0.002431
0.38696,0.0075454,0.49714,0.0017776,-0.00021766,0.0023815
0.38696,0.0075452,0.49715,0.0017283,-0.00021753,0.0023318
0.38696,0.007545,0.49715,0.0016789,-0.00021736,0.0022818
0.38696,0.0075447,0.49715,0.0016293,-0.00021716,0.0022315
0.38696,0.0075445,0.49715,0.0015795,-0.00021693,0.0021809
0.38696,0.0075443,0.49716,0.0015296,-0.00021667,0.0021301
0.38696,0.0075441,0.49716,0.0014795,-0.00021637,0.0020791
0.38697,0.0075439,0.49716,0.0014292,-0.00021605,0.0020278
0.38697,0.0075437,0.49716,0.0013788,-0.00021569,0.0019763
0.38697,0.0075434,0.49716,0.0013283,-0.0002153,0.0019246
0.38697,0.0075432,0.49717,0.0012777,-0.00021488,0.0018727
0.38697,0.007543,0.49717,0.0012269,-0.00021443,0.0018206
0.38697,0.0075428,0.49717,0.0011761,-0.00021395,0.0017683
0.38697,0.0075426,0.49717,0.0011251,-0.00021344,0.0017157
0.38698,0.0075424,0.49717,0.0010741,-0.0002129,0.0016631
0.38698,0.0075422,0.49717,0.0010229,-0.00021232,0.0016102
0.38698,0.0075419,0.49718,0.00097171,-0.00021172,0.0015572
0.38698,0.0075417,0.49718,0.00092042,-0.00021109,0.001504
0.38698,0.0075415,0.49718,0.00086907,-0.00021042,0.0014507
0.38698,0.0075413,0.49718,0.00081767,-0.00020973,0.0013973
0.38698,0.0075411,0.49718,0.00076622,-0.000209,0.0013437
0.38698,0.0075409,0.49718,0.00071472,-0.00020825,0.00129
0.38698,0.0075407,0.49718,0.0006632,-0.00020746,0.0012362
0.38698,0.0075405,0.49719,0.00061165,-0.00020665,0.0011822
0.38698,0.0075403,0.49719,0.00056009,-0.0002058,0.0011282
0.38698,0.0075401,0.49719,0.00050852,-0.00020493,0.0010741
0.38698,0.0075399,0.49719,0.00045695,-0.00020403,0.0010199
0.38698,0.0075397,0.49719,0.00040538,-0.0002031,0.00096564
0.38699,0.0075395,0.49719,0.00035383,-0.00020214,0.00091131
0.38699,0.0075393,0.49719,0.00030229,-0.00020115,0.00085693
0.38699,0.0075391,0.49719,0.00025079,-0.00020014,0.0008025
0.38699,0.0075389,0.49719,0.00019933,-0.0001991,0.00074802
0.38699,0.0075387,0.49719,0.00014791,-0.00019802,0.00069351
0.38699,0.0075385,0.4972,9.6536e-05,-0.00019692,0.00063898
0.38699,0.0075383,0.4972,4.5226e-05,-0.0001958,0.00058444
0.38699,0.0075381,0.4972,-6.0173e-06,-0.00019464,0.00052988
0.38699,0.0075379,0.4972,-5.7186e-05,-0.00019346,0.00047532
0.38699,0.0075377,0.4972,-0.00010827,-0.00019226,0.00042078
0.38699,0.0075375,0.4972,-0.00015927,-0.00019102,0.00036625
0.38699,0.0075373,0.4972,-0.00021017,-0.00018976,0.00031174
0.38699,0.0075371,0.4972,-0.00026097,-0.00018847,0.00025726
0.38699,0.0075369,0.4972,-0.00031166,-0.00018716,0.00020283
0.38699,0.0075367,0.4972,-0.00036223,-0.00018582,0.00014844
0.38698,0.0075366,0.4972,-0.00041267,-0.00018446,9.4108e-05
0.38698,0.0075364,0.4972,-0.00046298,-0.00018307,3.984e-05
0.38698,0.0075362,0.4972,-0.00051315,-0.00018165,-1.4356e-05
0.38698,0.007536,0.4972,-0.00056317,-0.00018021,-6.8472e-05
0.38698,0.0075358,0.4972,-0.00061304,-0.00017875,-0.0001225
0.38698,0.0075356,0.4972,-0.00066274,-0.00017726,-0.00017643
0.38698,0.0075355,0.4972,-0.00071228,-0.00017575,-0.00023026
0.38698,0.0075353,0.4972,-0.00076164,-0.00017421,-0.00028398
0.38698,0.0075351,0.4972,-0.00081081,-0.00017265,-0.00033758
0.38698,0.007535,0.4972,-0.0008598,-0.00017107,-0.00039106
0.38698,0.0075348,0.4972,-0.00090859,-0.00016946,-0.0004444
0.38698,0.0075346,0.4972,-0.00095717,-0.00016784,-0.00049759
0.38698,0.0075344,0.4972,-0.0010055,-0.00016618,-0.00055064
0.38698,0.0075343,0.4972,-0.0010537,-0.00016451,-0.00060353
0.38697,0.0075341,0.49719,-0.0011016,-0.00016282,-0.00065626
0.38697,0.007534,0.49719,-0.0011493,-0.0001611,-0.00070881
0.38697,0.0075338,0.49719,-0.0011968,-0.00015936,-0.00076118
0.38697,0.0075336,0.49719,-0.001244,-0.0001576,-0.00081337
0.38697,0.0075335,0.49719,-0.001291,-0.00015582,-0.00086536
0.38697,0.0075333,0.49719,-0.0013377,-0.00015402,-0.00091715
0.38697,0.0075332,0.49719,-0.0013841,-0.0001522,-0.00096873
0.38697,0.007533,0.49719,-0.0014303,-0.00015036,-0.0010201
0.38696,0.0075329,0.49719,-0.0014762,-0.0001485,-0.0010712
0.38696,0.0075327,0.49719,-0.0015218,-0.00014662,-0.0011221
0.38696,0.0075326,0.49719,-0.0015672,-0.00014473,-0.0011728
0.38696,0.0075324,0.49718,-0.0016122,-0.00014281,-0.0012232
0.38696,0.0075323,0.49718,-0.0016569,-0.00014087,-0.0012734
0.38696,0.0075322,0.49718,-0.0017013,-0.00013892,-0.0013233
0.38695,0.007532,0.49718,-0.0017454,-0.00013695,-0.001373
0.38695,0.0075319,0.49718,-0.0017892,-0.00013496,-0.0014223
0.38695,0.0075317,0.49718,-0.0018327,-0.00013296,-0.0014714
0.38695,0.0075316,0.49718,-0.0018758,-0.00013094,-0.0015202
0.38695,0.0075315,0.49717,-0.0019186,-0.0001289,-0.0015687
0.38694,0.0075314,0.49717,-0.001961,-0.00012684,-0.0016169
0.38694,0.0075312,0.49717,-0.0020031,-0.00012477,-0.0016648
0.38694,0.0075311,0.49717,-0.0020448,-0.00012269,-0.0017124
0.38694,0.007531,0.49717,-0.0020862,-0.00012059,-0.0017597
0.38694,0.0075309,0.49717,-0.0021272,-0.00011847,-0.0018066
0.38693,0.0075307,0.49716,-0.0021679,-0.00011634,-0.0018532
0.38693,0.0075306,0.49716,-0.0022081,-0.0001142,-0.0018995
0.38693,0.0075305,0.49716,-0.002248,-0.00011204,-0.0019454
0.38693,0.0075304,0.49716,-0.0022875,-0.00010987,-0.001991
0.38693,0.0075303,0.49716,-0.0023265,-0.00010768,-0.0020362
0.38692,0.0075302,0.49715,-0.0023652,-0.00010549,-0.002081
0.38692,0.0075301,0.49715,-0.0024035,-0.00010328,-0.0021255
0.38692,0.00753,0.49715,-0.0024414,-0.00010106,-0.0021696
0.38692,0.0075299,0.49715,-0.0024789,-9.8823e-05,-0.0022133
0.38691,0.0075298,0.49715,-0.0025159,-9.6578e-05,-0.0022566
0.38691,0.0075297,0.49714,-0.0025525,-9.4322e-05,-0.0022995
0.38691,0.0075296,0.49714,-0.0025887,-9.2056e-05,-0.0023421
0.38691,0.0075295,0.49714,-0.0026245,-8.9779e-05,-0.0023842
0.3869,0.0075294,0.49714,-0.0026598,-8.7492e-05,-0.0024259
0.3869,0.0075293,0.49713,-0.0026946,-8.5196e-05,-0.0024672
0.3869,0.0075292,0.49713,-0.0027291,-8.289e-05,-0.002508
0.38689,0.0075292,0.49713,-0.002763,-8.0575e-05,-0.0025485
0.38689,0.0075291,0.49713,-0.0027966,-7.8252e-05,-0.0025885
0.38689,0.007529,0.49712,-0.0028296,-7.5921e-05,-0.002628
0.38689,0.0075289,0.49712,-0.0028622,-7.3581e-05,-0.0026671
0.38688,0.0075289,0.49712,-0.0028943,-7.1234e-05,-0.0027058
0.38688,0.0075288,0.49712,-0.002926,-6.888e-05,-0.002744
0.38688,0.0075287,0.49711,-0.0029571,-6.652e-05,-0.0027818
0.38687,0.0075287,0.49711,-0.0029878,-6.4152e-05,-0.0028191
0.38687,0.0075286,0.49711,-0.003018,-6.1779e-05,-0.0028559
0.38687,0.0075285,0.4971,-0.0030478,-5.94e-05,-0.0028922
0.38687,0.0075285,0.4971,-0.003077,-5.7016e-05,-0.0029281
0.38686,0.0075284,0.4971,-0.0031057,-5.4626e-05,-0.0029635
0.38686,0.0075284,0.4971,-0.0031339,-5.2232e-05,-0.0029984
0.38686,0.0075283,0.49709,-0.0031617,-4.9834e-05,-0.0030328
0.38685,0.0075283,0.49709,-0.0031889,-4.7432e-05,-0.0030667
0.38685,0.0075282,0.49709,-0.0032156,-4.5026e-05,-0.0031001
0.38685,0.0075282,0.49708,-0.0032418,-4.2617e-05,-0.003133
0.38684,0.0075281,0.49708,-0.0032675,-4.0205e-05,-0.0031654
0.38684,0.0075281,0.49708,-0.0032926,-3.7791e-05,-0.0031973
0.38684,0.0075281,0.49707,-0.0033173,-3.5374e-05,-0.0032286
0.38683,0.007528,0.49707,-0.0033414,-3.2956e-05,-0.0032595
0.38683,0.007528,0.49707,-0.003365,-3.0536e-05,-0.0032898
0.38683,0.007528,0.49706,-0.003388,-2.8116e-05,-0.0033195
0.38682,0.0075279,0.49706,-0.0034106,-2.5695e-05,-0.0033488
0.38682,0.0075279,0.49706,-0.0034326,-2.3273e-05,-0.0033775
0.38682,0.0075279,0.49705,-0.003454,-2.0851e-05,-0.0034057
0.38681,0.0075279,0.49705,-0.0034749,-1.843e-05,-0.0034333
0.38681,0.0075279,0.49705,-0.0034953,-1.601e-05,-0.0034604
0.38681,0.0075278,0.49704,-0.0035151,-1.359e-05,-0.0034869
0.3868,0.0075278,0.49704,-0.0035344,-1.1172e-05,-0.0035129
0.3868,0.0075278,0.49704,-0.0035531,-8.7561e-06,-0.0035384
0.3868,0.0075278,0.49703,-0.0035713,-6.3422e-06,-0.0035632
0.38679,0.0075278,0.49703,-0.0035889,-3.9307e-06,-0.0035875
0.38679,0.0075278,0.49703,-0.003606,-1.5222e-06,-0.0036113
0.38678,0.0075278,0.49702,-0.0036225,8.8314e-07,-0.0036345
0.38678,0.0075278,0.49702,-0.0036384,3.2849e-06,-0.0036571
0.38678,0.0075278,0.49702,-0.0036538,5.6827e-06,-0.0036791
0.38677,0.0075278,0.49701,-0.0036687,8.0763e-06,-0.0037006
0.38677,0.0075278,0.49701,-0.0036829,1.0465e-05,-0.0037214
0.38677,0.0075278,0.497,-0.0036966,1.2849e-05,-0.0037418
0.38676,0.0075279,0.497,-0.0037098,1.5228e-05,-0.0037615
0.38676,0.0075279,0.497,-0.0037224,1.7601e-05,-0.0037806
0.38676,0.0075279,0.49699,-0.0037344,1.9968e-05,-0.0037992
0.38675,0.0075279,0.49699,-0.0037458,2.2329e-05,-0.0038171
0.38675,0.0075279,0.49699,-0.0037567,2.4683e-05,-0.0038345
0.38674,0.007528,0.49698,-0.003767,2.703e-05,-0.0038513
0.38674,0.007528,0.49698,-0.0037767,2.9369e-05,-0.0038675
0.38674,0.007528,0.49697,-0.0037859,3.1701e-05,-0.0038831
0.38673,0.0075281,0.49697,-0.0037944,3.4025e-05,-0.0038981
0.38673,0.0075281,0.49697,-0.0038025,3.6341e-05,-0.0039125
0.38672,0.0075281,0.49696,-0.0038099,3.8648e-05,-0.0039263
0.38672,0.0075282,0.49696,-0.0038168,4.0946e-05,-0.0039395
0.38672,0.0075282,0.49695,-0.0038231,4.3234e-05,-0.0039522
0.38671,0.0075282,0.49695,-0.0038288,4.5513e-05,-0.0039642
0.38671,0.0075283,0.49695,-0.0038339,4.7782e-05,-0.0039756
0.38671,0.0075283,0.49694,-0.0038385,5.0041e-05,-0.0039864
0.3867,0.0075284,0.49694,-0.0038425,5.2289e-05,-0.0039966
0.3867,0.0075284,0.49693,-0.0038459,5.4526e-05,-0.0040062
0.38669,0.0075285,0.49693,-0.0038488,5.6752e-05,-0.0040152
0.38669,0.0075286,0.49693,-0.0038511,5.8966e-05,-0.0040236
0.38669,0.0075286,0.49692,-0.0038528,6.1168e-05,-0.0040313
0.38668,0.0075287,0.49692,-0.0038539,6.3359e-05,-0.0040385
0.38668,0.0075287,0.49691,-0.0038545,6.5536e-05,-0.0040451
0.38668,0.0075288,0.49691,-0.0038545,6.7701e-05,-0.0040511
0.38667,0.0075289,0.49691,-0.0038539,6.9853e-05,-0.0040564
0.38667,0.007529,0.4969,-0.0038528,7.1992e-05,-0.0040612
0.38666,0.007529,0.4969,-0.0038511,7.4117e-05,-0.0040653
0.38666,0.0075291,0.49689,-0.0038488,7.6227e-05,-0.0040688
0.38666,0.0075292,0.49689,-0.003846,7.8324e-05,-0.0040718
0.38665,0.0075293,0.49689,-0.0038426,8.0406e-05,-0.0040741
0.38665,0.0075293,0.49688,-0.0038387,8.2473e-05,-0.0040758
0.38664,0.0075294,0.49688,-0.0038341,8.4525e-05,-0.0040769
0.38664,0.0075295,0.49687,-0.0038291,8.6562e-05,-0.0040775
0.38664,0.0075296,0.49687,-0.0038234,8.8583e-05,-0.0040774
0.38663,0.0075297,0.49686,-0.0038172,9.0588e-05,-0.0040767
0.38663,0.0075298,0.49686,-0.0038105,9.2576e-05,-0.0040754
0.38663,0.0075299,0.49686,-0.0038032,9.4549e-05,-0.0040735
0.38662,0.00753,0.49685,-0.0037953,9.6504e-05,-0.004071
0.38662,0.0075301,0.49685,-0.0037869,9.8442e-05,-0.0040679
0.38661,0.0075302,0.49684,-0.003778,0.00010036,-0.0040643
0.38661,0.0075303,0.49684,-0.0037685,0.00010227,-0.00406
0.38661,0.0075304,0.49684,-0.0037585,0.00010415,-0.0040551
0.3866,0.0075305,0.49683,-0.0037479,0.00010602,-0.0040497
0.3866,0.0075306,0.49683,-0.0037368,0.00010787,-0.0040436
0.38659,0.0075307,0.49682,-0.0037251,0.0001097,-0.004037
0.38659,0.0075308,0.49682,-0.003713,0.00011151,-0.0040298
0.38659,0.0075309,0.49682,-0.0037002,0.00011331,-0.0040219
0.38658,0.007531,0.49681,-0.003687,0.00011508,-0.0040136
0.38658,0.0075311,0.49681,-0.0036732,0.00011683,-0.0040046
0.38658,0.0075313,0.4968,-0.003659,0.00011857,-0.003995
0.38657,0.0075314,0.4968,-0.0036442,0.00012028,-0.0039849
0.38657,0.0075315,0.4968,-0.0036288,0.00012198,-0.0039742
0.38657,0.0075316,0.49679,-0.003613,0.00012365,-0.0039629
0.38656,0.0075318,0.49679,-0.0035967,0.0001253,-0.0039511
0.38656,0.0075319,0.49678,-0.0035798,0.00012693,-0.0039387
0.38655,0.007532,0.49678,-0.0035624,0.00012855,-0.0039257
0.38655,0.0075321,0.49678,-0.0035446,0.00013014,-0.0039122
0.38655,0.0075323,0.49677,-0.0035262,0.0001317,-0.0038981
0.38654,0.0075324,0.49677,-0.0035074,0.00013325,-0.0038835
0.38654,0.0075325,0.49676,-0.003488,0.00013478,-0.0038683
0.38654,0.0075327,0.49676,-0.0034682,0.00013628,-0.0038526
0.38653,0.0075328,0.49676,-0.0034479,0.00013776,-0.0038363
0.38653,0.0075329,0.49675,-0.0034271,0.00013922,-0.0038194
0.38653,0.0075331,0.49675,-0.0034058,0.00014065,-0.0038021
0.38652,0.0075332,0.49675,-0.0033841,0.00014206,-0.0037842
0.38652,0.0075334,0.49674,-0.0033619,0.00014345,-0.0037657
0.38652,0.0075335,0.49674,-0.0033392,0.00014482,-0.0037467
0.38651,0.0075337,0.49673,-0.0033161,0.00014616,-0.0037273
0.38651,0.0075338,0.49673,-0.0032925,0.00014748,-0.0037072
0.38651,0.007534,0.49673,-0.0032685,0.00014878,-0.0036867
0.3865,0.0075341,0.49672,-0.003244,0.00015005,-0.0036657
0.3865,0.0075343,0.49672,-0.003219,0.0001513,-0.0036441
0.3865,0.0075344,0.49672,-0.0031937,0.00015252,-0.003622
0.38649,0.0075346,0.49671,-0.0031679,0.00015372,-0.0035995
0.38649,0.0075347,0.49671,-0.0031416,0.0001549,-0.0035764
0.38649,0.0075349,0.49671,-0.003115,0.00015605,-0.0035528
0.38648,0.007535,0.4967,-0.0030879,0.00015718,-0.0035288
0.38648,0.0075352,0.4967,-0.0030604,0.00015828,-0.0035042
0.38648,0.0075353,0.49669,-0.0030325,0.00015935,-0.0034792
0.38648,0.0075355,0.49669,-0.0030041,0.00016041,-0.0034537
0.38647,0.0075357,0.49669,-0.0029754,0.00016143,-0.0034277
0.38647,0.0075358,0.49668,-0.0029463,0.00016243,-0.0034013
0.38647,0.007536,0.49668,-0.0029168,0.00016341,-0.0033744
0.38646,0.0075361,0.49668,-0.0028869,0.00016436,-0.003347
0.38646,0.0075363,0.49667,-0.0028566,0.00016528,-0.0033192
0.38646,0.0075365,0.49667,-0.0028259,0.00016618,-0.0032909
0.38646,0.0075366,0.49667,-0.0027949,0.00016705,-0.0032622
0.38645,0.0075368,0.49666,-0.0027635,0.0001679,-0.003233
0.38645,0.007537,0.49666,-0.0027317,0.00016872,-0.0032035
0.38645,0.0075372,0.49666,-0.0026996,0.00016952,-0.0031734
0.38644,0.0075373,0.49666,-0.0026671,0.00017029,-0.003143
0.38644,0.0075375,0.49665,-0.0026343,0.00017103,-0.0031121
0.38644,0.0075377,0.49665,-0.0026011,0.00017174,-0.0030808
0.38644,0.0075378,0.49665,-0.0025676,0.00017243,-0.0030491
0.38643,0.007538,0.49664,-0.0025338,0.0001731,-0.003017
0.38643,0.0075382,0.49664,-0.0024996,0.00017374,-0.0029845
0.38643,0.0075384,0.49664,-0.0024651,0.00017435,-0.0029517
0.38643,0.0075385,0.49663,-0.0024303,0.00017493,-0.0029184
0.38642,0.0075387,0.49663,-0.0023952,0.00017549,-0.0028847
0.38642,0.0075389,0.49663,-0.0023598,0.00017602,-0.0028507
0.38642,0.0075391,0.49663,-0.0023241,0.00017652,-0.0028163
0.38642,0.0075392,0.49662,-0.0022881,0.000177,-0.0027815
0.38641,0.0075394,0.49662,-0.0022519,0.00017745,-0.0027463
0.38641,0.0075396,0.49662,-0.0022153,0.00017787,-0.0027109
0.38641,0.0075398,0.49661,-0.0021785,0.00017827,-0.002675
0.38641,0.0075399,0.49661,-0.0021413,0.00017864,-0.0026388
0.38641,0.0075401,0.49661,-0.002104,0.00017898,-0.0026023
0.3864,0.0075403,0.49661,-0.0020664,0.0001793,-0.0025654
0.3864,0.0075405,0.4966,-0.0020285,0.00017958,-0.0025283
0.3864,0.0075407,0.4966,-0.0019904,0.00017985,-0.0024908
0.3864,0.0075408,0.4966,-0.001952,0.00018008,-0.0024529
0.3864,0.007541,0.4966,-0.0019134,0.00018029,-0.0024148
0.38639,0.0075412,0.49659,-0.0018746,0.00018047,-0.0023764
0.38639,0.0075414,0.49659,-0.0018355,0.00018062,-0.0023377
0.38639,0.0075416,0.49659,-0.0017963,0.00018075,-0.0022987
0.38639,0.0075417,0.49659,-0.0017568,0.00018085,-0.0022594
0.38639,0.0075419,0.49658,-0.0017171,0.00018093,-0.0022198
0.38639,0.0075421,0.49658,-0.0016773,0.00018097,-0.00218
0.38638,0.0075423,0.49658,-0.0016372,0.00018099,-0.0021399
0.38638,0.0075425,0.49658,-0.001597,0.00018099,-0.0020995
0.38638,0.0075426,0.49658,-0.0015566,0.00018095,-0.0020589
0.38638,0.0075428,0.49657,-0.001516,0.00018089,-0.002018
0.38638,0.007543,0.49657,-0.0014752,0.00018081,-0.0019769
0.38638,0.0075432,0.49657,-0.0014343,0.00018069,-0.0019356
0.38637,0.0075434,0.49657,-0.0013932,0.00018055,-0.001894
0.38637,0.0075436,0.49657,-0.001352,0.00018039,-0.0018522
0.38637,0.0075437,0.49656,-0.0013107,0.0001802,-0.0018102
0.38637,0.0075439,0.49656,-0.0012692,0.00017998,-0.001768
0.38637,0.0075441,0.49656,-0.0012276,0.00017973,-0.0017256
0.38637,0.0075443,0.49656,-0.0011858,0.00017946,-0.001683
0.38637,0.0075445,0.49656,-0.001144,0.00017916,-0.0016403
0.38637,0.0075446,0.49656,-0.001102,0.00017884,-0.0015973
0.38636,0.0075448,0.49655,-0.0010599,0.00017849,-0.0015542
0.38636,0.007545,0.49655,-0.0010178,0.00017812,-0.0015109
0.38636,0.0075452,0.49655,-0.00097551,0.00017772,-0.0014674
0.38636,0.0075453,0.49655,-0.00093318,0.00017729,-0.0014238
0.38636,0.0075455,0.49655,-0.00089076,0.00017684,-0.00138
0.38636,0.0075457,0.49655,-0.00084828,0.00017636,-0.0013361
0.38636,0.0075459,0.49655,-0.00080573,0.00017586,-0.001292
0.38636,0.007546,0.49654,-0.00076313,0.00017533,-0.0012479
0.38636,0.0075462,0.49654,-0.00072047,0.00017478,-0.0012036
0.38636,0.0075464,0.49654,-0.00067777,0.0001742,-0.0011592
0.38636,0.0075466,0.49654,-0.00063502,0.00017359,-0.0011147
0.38636,0.0075467,0.49654,-0.00059225,0.00017297,-0.00107
0.38635,0.0075469,0.49654,-0.00054945,0.00017231,-0.0010253
0.38635,0.0075471,0.49654,-0.00050663,0.00017164,-0.00098053
0.38635,0.0075473,0.49654,-0.00046379,0.00017094,-0.00093565
0.38635,0.0075474,0.49654,-0.00042095,0.00017021,-0.0008907
0.38635,0.0075476,0.49654,-0.00037811,0.00016946,-0.00084569
0.38635,0.0075478,0.49653,-0.00033528,0.00016869,-0.00080061
0.38635,0.0075479,0.49653,-0.00029245,0.00016789,-0.00075547
0.38635,0.0075481,0.49653,-0.00024965,0.00016707,-0.0007103
0.38635,0.0075483,0.49653,-0.00020686,0.00016623,-0.00066508
