pb_1,pb_2,pb_3,v_1,v_2,v_3
0.2999,-0.0033965,0.42051,-2.7269,0.12569,-2.9445
0.29718,-0.0032712,0.41757,-2.7097,0.12504,-2.93
0.29448,-0.0031465,0.41465,-2.6916,0.12436,-2.9155
0.29179,-0.0030224,0.41174,-2.6728,0.12375,-2.9008
0.28913,-0.0028989,0.40884,-2.6531,0.12328,-2.8861
0.28649,-0.0027757,0.40596,-2.6328,0.12304,-2.8712
0.28387,-0.0026527,0.4031,-2.6118,0.12308,-2.8562
0.28127,-0.0025294,0.40025,-2.5903,0.12345,-2.8409
0.27869,-0.0024056,0.39742,-2.5682,0.12416,-2.8253
0.27613,-0.0022809,0.3946,-2.5459,0.12522,-2.8093
0.27359,-0.002155,0.3918,-2.5232,0.12662,-2.7928
0.27108,-0.0020275,0.38902,-2.5004,0.12832,-2.7759
0.26859,-0.0018982,0.38625,-2.4774,0.13028,-2.7583
0.26613,-0.0017669,0.3835,-2.4545,0.13243,-2.7401
0.26368,-0.0016333,0.38077,-2.4315,0.1347,-2.7212
0.26126,-0.0014974,0.37806,-2.4087,0.13702,-2.7017
0.25887,-0.0013593,0.37537,-2.3858,0.13931,-2.6814
0.25649,-0.0012189,0.3727,-2.3631,0.14148,-2.6605
0.25414,-0.0010764,0.37005,-2.3404,0.14347,-2.6389
0.25181,-0.00093206,0.36742,-2.3177,0.14522,-2.6167
0.24951,-0.00078612,0.36481,-2.2949,0.14667,-2.5939
0.24722,-0.00063888,0.36223,-2.272,0.1478,-2.5707
0.24496,-0.00049069,0.35967,-2.2489,0.14858,-2.547
0.24272,-0.00034189,0.35714,-2.2255,0.14902,-2.523
0.24051,-0.00019282,0.35463,-2.2017,0.14913,-2.4987
0.23832,-4.3784e-05,0.35214,-2.1775,0.14894,-2.4741
0.23616,0.00010493,0.34968,-2.1528,0.1485,-2.4494
0.23402,0.00025312,0.34724,-2.1275,0.14786,-2.4247
0.2319,0.0004006,0.34483,-2.1017,0.1471,-2.3998
0.22981,0.00054728,0.34244,-2.0752,0.14627,-2.3748
0.22775,0.00069314,0.34008,-2.0481,0.14545,-2.3499
0.22572,0.00083822,0.33774,-2.0205,0.1447,-2.3248
0.22371,0.00098261,0.33543,-1.9922,0.14409,-2.2997
0.22173,0.0011265,0.33314,-1.9635,0.14367,-2.2745
0.21978,0.0012701,0.33088,-1.9343,0.14347,-2.2492
0.21786,0.0014136,0.32864,-1.9048,0.14353,-2.2236
0.21597,0.0015572,0.32643,-1.8749,0.14385,-2.1978
0.21411,0.0017014,0.32425,-1.8449,0.14443,-2.1717
0.21228,0.0018462,0.32209,-1.8147,0.14526,-2.1452
0.21049,0.001992,0.31996,-1.7844,0.1463,-2.1183
0.20872,0.0021389,0.31785,-1.7541,0.14751,-2.0909
0.20698,0.0022871,0.31578,-1.7239,0.14885,-2.0631
0.20527,0.0024366,0.31373,-1.6937,0.15024,-2.0348
0.20359,0.0025876,0.31171,-1.6636,0.15164,-2.006
0.20194,0.0027399,0.30972,-1.6337,0.15298,-1.9766
0.20032,0.0028935,0.30775,-1.6038,0.1542,-1.9468
0.19873,0.0030482,0.30582,-1.574,0.15525,-1.9165
0.19717,0.0032039,0.30392,-1.5442,0.15608,-1.8858
0.19564,0.0033602,0.30205,-1.5144,0.15668,-1.8547
0.19415,0.0035171,0.30021,-1.4845,0.157,-1.8233
0.19268,0.0036741,0.2984,-1.4545,0.15706,-1.7917
0.19124,0.0038311,0.29663,-1.4243,0.15684,-1.7598
0.18983,0.0039877,0.29489,-1.3938,0.15637,-1.7278
0.18845,0.0041437,0.29317,-1.3631,0.15569,-1.6957
0.1871,0.0042989,0.29149,-1.332,0.15482,-1.6635
0.18579,0.0044533,0.28985,-1.3005,0.15382,-1.6313
0.1845,0.0046065,0.28823,-1.2686,0.15274,-1.5991
0.18325,0.0047587,0.28665,-1.2363,0.15162,-1.567
0.18203,0.0049098,0.2851,-1.2037,0.15054,-1.5348
0.18084,0.0050598,0.28358,-1.1706,0.14952,-1.5027
0.17969,0.0052089,0.28209,-1.1372,0.14863,-1.4705
0.17857,0.0053572,0.28064,-1.1035,0.14789,-1.4383
0.17748,0.0055048,0.27922,-1.0696,0.14733,-1.4061
0.17643,0.0056519,0.27783,-1.0355,0.14696,-1.3737
0.17541,0.0057988,0.27647,-1.0012,0.1468,-1.3412
0.17443,0.0059456,0.27514,-0.96694,0.14683,-1.3085
0.17348,0.0060926,0.27385,-0.93263,0.14704,-1.2756
0.17256,0.0062398,0.27259,-0.89838,0.1474,-1.2424
0.17168,0.0063874,0.27137,-0.86423,0.14787,-1.209
0.17083,0.0065355,0.27017,-0.8302,0.1484,-1.1752
0.17002,0.0066842,0.26902,-0.79634,0.14896,-1.1411
0.16924,0.0068335,0.26789,-0.76264,0.1495,-1.1067
0.16849,0.0069832,0.2668,-0.7291,0.14996,-1.072
0.16778,0.0071333,0.26575,-0.69573,0.15032,-1.037
0.1671,0.0072837,0.26473,-0.66248,0.15052,-1.0018
0.16646,0.0074343,0.26375,-0.62934,0.15054,-0.9663
0.16584,0.0075847,0.2628,-0.59626,0.15036,-0.93065
0.16526,0.0077349,0.26188,-0.56321,0.14997,-0.89486
0.16472,0.0078845,0.26101,-0.53012,0.14936,-0.85897
0.1642,0.0080335,0.26017,-0.49697,0.14855,-0.82304
0.16372,0.0081815,0.25936,-0.46371,0.14755,-0.78711
0.16328,0.0083285,0.25859,-0.4303,0.14639,-0.75121
0.16286,0.0084743,0.25786,-0.39672,0.1451,-0.71537
0.16248,0.0086187,0.25716,-0.36294,0.14372,-0.67963
0.16214,0.0087617,0.2565,-0.32895,0.1423,-0.64399
0.16182,0.0089032,0.25587,-0.29477,0.14086,-0.60847
0.16155,0.0090434,0.25528,-0.26039,0.13947,-0.57306
0.1613,0.0091822,0.25473,-0.22584,0.13814,-0.53776
0.1611,0.0093197,0.25421,-0.19116,0.13691,-0.50255
0.16092,0.0094561,0.25372,-0.15638,0.13582,-0.46741
0.16078,0.0095915,0.25327,-0.12154,0.13487,-0.43231
0.16068,0.0097259,0.25286,-0.086701,0.13407,-0.39722
0.16061,0.0098597,0.25248,-0.0519,0.13342,-0.36212
0.16057,0.0099928,0.25213,-0.01719,0.13292,-0.32696
0.16057,0.010126,0.25182,0.017384,0.13254,-0.29174
0.16061,0.010258,0.25155,0.051783,0.13226,-0.25642
0.16068,0.01039,0.25131,0.085975,0.13205,-0.22098
0.16078,0.010522,0.25111,0.11993,0.13188,-0.18542
0.16092,0.010654,0.25094,0.15364,0.1317,-0.14974
0.16109,0.010785,0.25081,0.1871,0.1315,-0.11393
0.16129,0.010917,0.25071,0.22031,0.13122,-0.078017
0.16153,0.011048,0.25065,0.25328,0.13084,-0.042011
0.1618,0.011178,0.25063,0.28603,0.13033,-0.0059397
0.1621,0.011308,0.25064,0.31858,0.12967,0.030166
0.16244,0.011438,0.25069,0.35098,0.12885,0.066274
0.1628,0.011566,0.25077,0.38325,0.12786,0.10235
0.1632,0.011693,0.25089,0.41542,0.12671,0.13835
0.16363,0.011819,0.25105,0.44753,0.1254,0.17424
0.1641,0.011944,0.25124,0.47961,0.12396,0.21
0.16459,0.012067,0.25147,0.51168,0.12241,0.24558
0.16512,0.012189,0.25173,0.54377,0.12076,0.28098
0.16568,0.012309,0.25203,0.57587,0.11907,0.31617
0.16627,0.012427,0.25236,0.608,0.11734,0.35113
0.1669,0.012543,0.25273,0.64015,0.11563,0.38588
0.16755,0.012658,0.25314,0.67231,0.11396,0.4204
0.16824,0.012771,0.25357,0.70445,0.11235,0.45471
0.16896,0.012883,0.25405,0.73655,0.11084,0.48882
0.16971,0.012993,0.25455,0.76857,0.10943,0.52275
0.1705,0.013102,0.25509,0.80049,0.10813,0.55652
0.17131,0.013209,0.25566,0.83225,0.10695,0.59015
0.17216,0.013316,0.25627,0.86383,0.10589,0.62366
0.17304,0.013421,0.25691,0.89518,0.10494,0.65708
0.17395,0.013526,0.25759,0.92627,0.10407,0.69043
0.17489,0.013629,0.25829,0.95708,0.10327,0.72371
0.17587,0.013732,0.25903,0.98757,0.10252,0.75695
0.17687,0.013835,0.25981,1.0177,0.10179,0.79013
0.1779,0.013936,0.26061,1.0476,0.10104,0.82327
0.17896,0.014037,0.26145,1.0771,0.10025,0.85636
0.18006,0.014136,0.26233,1.1062,0.099398,0.88938
0.18118,0.014235,0.26323,1.1351,0.098459,0.92231
0.18233,0.014333,0.26417,1.1636,0.097414,0.95514
0.1835,0.01443,0.26514,1.1919,0.09625,0.98784
0.18471,0.014526,0.26615,1.2199,0.09496,1.0204
0.18594,0.01462,0.26718,1.2477,0.093543,1.0527
0.18721,0.014713,0.26825,1.2752,0.092003,1.0849
0.18849,0.014804,0.26935,1.3026,0.090351,1.1168
0.18981,0.014893,0.27048,1.3299,0.088602,1.1484
0.19115,0.014981,0.27165,1.357,0.086777,1.1797
0.19252,0.015067,0.27284,1.3839,0.084897,1.2108
0.19392,0.015151,0.27407,1.4108,0.082988,1.2415
0.19535,0.015233,0.27533,1.4375,0.081074,1.2719
0.1968,0.015313,0.27661,1.464,0.079181,1.302
0.19827,0.015391,0.27793,1.4905,0.07733,1.3317
0.19978,0.015468,0.27928,1.5167,0.075541,1.3612
0.20131,0.015542,0.28065,1.5428,0.07383,1.3903
0.20286,0.015615,0.28206,1.5687,0.072207,1.4192
0.20444,0.015687,0.28349,1.5943,0.070678,1.4478
0.20605,0.015757,0.28495,1.6196,0.069244,1.4761
0.20768,0.015825,0.28644,1.6447,0.067899,1.5042
0.20934,0.015893,0.28796,1.6694,0.066634,1.5321
0.21102,0.015959,0.28951,1.6938,0.065434,1.5598
0.21273,0.016024,0.29108,1.7178,0.064282,1.5873
0.21446,0.016087,0.29268,1.7414,0.063158,1.6146
0.21621,0.01615,0.29431,1.7646,0.06204,1.6417
0.21799,0.016211,0.29597,1.7874,0.060907,1.6686
0.21978,0.016272,0.29765,1.8098,0.059739,1.6954
0.22161,0.016331,0.29936,1.8318,0.058515,1.7219
0.22345,0.016389,0.30109,1.8534,0.05722,1.7482
0.22531,0.016445,0.30285,1.8746,0.055843,1.7742
0.2272,0.0165,0.30464,1.8955,0.054374,1.8
0.2291,0.016554,0.30645,1.9161,0.05281,1.8255
0.23103,0.016606,0.30829,1.9363,0.051152,1.8507
0.23298,0.016656,0.31015,1.9563,0.049407,1.8756
0.23494,0.016705,0.31204,1.976,0.047584,1.9001
0.23693,0.016751,0.31395,1.9954,0.045697,1.9242
0.23893,0.016796,0.31589,2.0146,0.043762,1.948
0.24096,0.016839,0.31785,2.0336,0.041798,1.9714
0.243,0.01688,0.31983,2.0523,0.039824,1.9944
0.24506,0.016918,0.32184,2.0708,0.037859,2.017
0.24714,0.016955,0.32387,2.089,0.035923,2.0392
0.24924,0.01699,0.32592,2.107,0.03403,2.061
0.25135,0.017023,0.32799,2.1247,0.032196,2.0824
0.25349,0.017055,0.33008,2.1421,0.030431,2.1034
0.25564,0.017084,0.33219,2.1593,0.028741,2.1241
0.25781,0.017112,0.33433,2.176,0.02713,2.1444
0.25999,0.017139,0.33648,2.1925,0.025594,2.1644
0.26219,0.017163,0.33866,2.2085,0.02413,2.1841
0.26441,0.017187,0.34085,2.2242,0.022728,2.2034
0.26664,0.017209,0.34306,2.2394,0.021375,2.2225
0.26889,0.01723,0.3453,2.2542,0.020058,2.2413
0.27115,0.017249,0.34755,2.2686,0.01876,2.2597
0.27342,0.017267,0.34981,2.2825,0.017465,2.2779
0.27571,0.017284,0.3521,2.296,0.016156,2.2958
0.27801,0.017299,0.35441,2.3091,0.014817,2.3134
0.28033,0.017314,0.35673,2.3217,0.013436,2.3307
0.28266,0.017326,0.35907,2.3339,0.012,2.3476
0.285,0.017338,0.36142,2.3457,0.010502,2.3643
0.28735,0.017347,0.3638,2.3572,0.0089375,2.3805
0.28971,0.017355,0.36618,2.3682,0.0073049,2.3965
0.29209,0.017362,0.36859,2.3789,0.0056071,2.412
0.29447,0.017367,0.37101,2.3892,0.00385,2.4271
0.29686,0.01737,0.37344,2.3993,0.0020428,2.4418
0.29927,0.017371,0.37589,2.409,0.00019697,2.4561
0.30168,0.01737,0.37835,2.4184,-0.0016739,2.47
0.3041,0.017367,0.38083,2.4275,-0.003555,2.4834
0.30654,0.017363,0.38332,2.4363,-0.0054313,2.4964
0.30898,0.017356,0.38582,2.4448,-0.0072879,2.5089
0.31143,0.017348,0.38834,2.453,-0.009111,2.521
0.31388,0.017338,0.39087,2.4609,-0.010889,2.5327
0.31635,0.017327,0.3934,2.4684,-0.012612,2.5439
0.31882,0.017313,0.39595,2.4756,-0.014272,2.5548
0.3213,0.017298,0.39851,2.4825,-0.015868,2.5652
0.32378,0.017281,0.40108,2.4889,-0.017397,2.5752
0.32628,0.017263,0.40366,2.495,-0.018862,2.5849
0.32877,0.017244,0.40625,2.5007,-0.020269,2.5941
0.33128,0.017223,0.40885,2.5059,-0.021625,2.6031
0.33379,0.0172,0.41146,2.5108,-0.022942,2.6116
0.3363,0.017177,0.41407,2.5151,-0.024231,2.6198
0.33882,0.017152,0.4167,2.5191,-0.025504,2.6277
0.34134,0.017126,0.41933,2.5226,-0.026775,2.6352
0.34386,0.017098,0.42197,2.5256,-0.028055,2.6424
0.34639,0.01707,0.42461,2.5283,-0.029357,2.6493
0.34892,0.01704,0.42727,2.5305,-0.03069,2.6557
0.35145,0.017008,0.42993,2.5322,-0.032061,2.6618
0.35398,0.016976,0.43259,2.5336,-0.033476,2.6676
0.35652,0.016941,0.43526,2.5346,-0.034937,2.6729
0.35905,0.016906,0.43794,2.5352,-0.036443,2.6778
0.36159,0.016868,0.44062,2.5355,-0.037992,2.6824
0.36412,0.01683,0.4433,2.5354,-0.039577,2.6865
0.36666,0.016789,0.44599,2.5349,-0.04119,2.6901
0.36919,0.016747,0.44868,2.5342,-0.042822,2.6934
0.37172,0.016704,0.45138,2.5331,-0.044462,2.6962
0.37426,0.016658,0.45407,2.5317,-0.046098,2.6985
0.37679,0.016611,0.45677,2.5299,-0.047718,2.7004
0.37932,0.016563,0.45947,2.5279,-0.049311,2.7019
0.38184,0.016513,0.46218,2.5255,-0.050868,2.7029
0.38437,0.016461,0.46488,2.5229,-0.052379,2.7035
0.38689,0.016408,0.46758,2.5198,-0.053839,2.7036
0.38941,0.016354,0.47029,2.5164,-0.055242,2.7034
0.39192,0.016298,0.47299,2.5127,-0.056587,2.7027
0.39443,0.01624,0.47569,2.5086,-0.057875,2.7017
0.39694,0.016182,0.47839,2.5041,-0.059108,2.7003
0.39944,0.016122,0.48109,2.4992,-0.060293,2.6985
0.40194,0.016061,0.48379,2.494,-0.061435,2.6963
0.40443,0.015999,0.48648,2.4883,-0.062543,2.6938
0.40691,0.015936,0.48918,2.4822,-0.063627,2.6909
0.40939,0.015872,0.49187,2.4757,-0.064697,2.6877
0.41186,0.015807,0.49455,2.4688,-0.065762,2.6841
0.41433,0.015741,0.49723,2.4615,-0.066833,2.6802
0.41679,0.015673,0.49991,2.4538,-0.067916,2.6759
0.41924,0.015605,0.50259,2.4457,-0.06902,2.6713
0.42168,0.015535,0.50525,2.4372,-0.070148,2.6663
0.42411,0.015464,0.50792,2.4284,-0.071305,2.6609
0.42653,0.015393,0.51058,2.4192,-0.072491,2.6551
0.42895,0.015319,0.51323,2.4097,-0.073704,2.649
0.43135,0.015245,0.51587,2.3998,-0.074941,2.6425
0.43375,0.01517,0.51851,2.3897,-0.076197,2.6355
0.43613,0.015093,0.52114,2.3792,-0.077465,2.6282
0.43851,0.015015,0.52377,2.3684,-0.078737,2.6205
0.44087,0.014935,0.52639,2.3574,-0.080004,2.6123
0.44322,0.014855,0.52899,2.346,-0.081257,2.6038
0.44556,0.014773,0.53159,2.3344,-0.082488,2.5948
0.44789,0.01469,0.53418,2.3225,-0.083688,2.5854
0.45021,0.014605,0.53676,2.3102,-0.08485,2.5757
0.45251,0.01452,0.53933,2.2977,-0.085967,2.5655
0.4548,0.014433,0.54189,2.2849,-0.087036,2.555
0.45708,0.014346,0.54444,2.2718,-0.088054,2.5441
0.45935,0.014257,0.54698,2.2583,-0.08902,2.5329
0.4616,0.014168,0.54951,2.2446,-0.089936,2.5213
0.46383,0.014078,0.55202,2.2305,-0.090805,2.5093
0.46606,0.013986,0.55453,2.216,-0.091632,2.497
0.46827,0.013894,0.55702,2.2013,-0.092422,2.4844
0.47046,0.013802,0.5595,2.1862,-0.093183,2.4715
0.47264,0.013708,0.56196,2.1707,-0.093923,2.4583
0.4748,0.013614,0.56441,2.155,-0.094648,2.4447
0.47695,0.013519,0.56685,2.1388,-0.095366,2.4309
0.47908,0.013423,0.56927,2.1224,-0.096085,2.4167
0.48119,0.013327,0.57168,2.1056,-0.096811,2.4022
0.48329,0.013229,0.57408,2.0886,-0.097547,2.3875
0.48537,0.013131,0.57646,2.0712,-0.098298,2.3724
0.48743,0.013033,0.57882,2.0535,-0.099064,2.3569
0.48948,0.012933,0.58117,2.0356,-0.099846,2.3412
0.4915,0.012833,0.58351,2.0174,-0.10064,2.3251
0.49351,0.012732,0.58582,1.9989,-0.10145,2.3087
0.4955,0.01263,0.58812,1.9802,-0.10226,2.292
0.49747,0.012527,0.59041,1.9612,-0.10308,2.2749
0.49942,0.012424,0.59267,1.942,-0.10388,2.2575
0.50136,0.01232,0.59492,1.9226,-0.10468,2.2397
0.50327,0.012215,0.59715,1.903,-0.10545,2.2217
0.50516,0.012109,0.59936,1.8831,-0.1062,2.2033
0.50703,0.012002,0.60156,1.863,-0.10692,2.1845
0.50889,0.011895,0.60373,1.8427,-0.1076,2.1655
0.51072,0.011787,0.60589,1.8222,-0.10823,2.1462
0.51253,0.011679,0.60803,1.8015,-0.10882,2.1265
0.51432,0.011569,0.61014,1.7805,-0.10937,2.1066
0.51609,0.01146,0.61224,1.7593,-0.10987,2.0864
0.51784,0.01135,0.61431,1.7378,-0.11033,2.0659
0.51957,0.011239,0.61637,1.7161,-0.11075,2.0452
0.52127,0.011128,0.6184,1.6942,-0.11113,2.0242
0.52296,0.011017,0.62042,1.672,-0.11148,2.0029
0.52462,0.010905,0.62241,1.6495,-0.1118,1.9814
0.52626,0.010793,0.62438,1.6269,-0.1121,1.9597
0.52787,0.010681,0.62633,1.6039,-0.11239,1.9378
0.52946,0.010569,0.62826,1.5808,-0.11267,1.9156
0.53103,0.010456,0.63016,1.5574,-0.11295,1.8932
0.53258,0.010343,0.63204,1.5338,-0.11323,1.8705
0.5341,0.010229,0.6339,1.51,-0.11352,1.8477
0.5356,0.010116,0.63574,1.486,-0.11381,1.8246
0.53707,0.010002,0.63755,1.4619,-0.11411,1.8012
0.53852,0.0098874,0.63934,1.4375,-0.11441,1.7777
0.53995,0.0097728,0.64111,1.4129,-0.11472,1.7539
0.54135,0.0096579,0.64285,1.3882,-0.11504,1.7298
0.54272,0.0095428,0.64457,1.3634,-0.11535,1.7056
0.54407,0.0094273,0.64626,1.3384,-0.11565,1.6811
0.5454,0.0093115,0.64793,1.3133,-0.11594,1.6563
0.5467,0.0091954,0.64957,1.288,-0.11621,1.6314
0.54798,0.009079,0.65119,1.2626,-0.11647,1.6062
0.54923,0.0089625,0.65278,1.2371,-0.11669,1.5808
0.55045,0.0088457,0.65435,1.2115,-0.11688,1.5551
0.55165,0.0087287,0.65589,1.1857,-0.11704,1.5293
0.55282,0.0086116,0.65741,1.1598,-0.11716,1.5033
0.55397,0.0084944,0.6589,1.1338,-0.11724,1.4771
0.55509,0.0083772,0.66036,1.1076,-0.11728,1.4507
0.55618,0.0082599,0.6618,1.0813,-0.11728,1.4241
0.55725,0.0081426,0.66321,1.0549,-0.11725,1.3974
0.55829,0.0080254,0.6646,1.0284,-0.11718,1.3705
0.55931,0.0079083,0.66595,1.0017,-0.11708,1.3435
0.5603,0.0077913,0.66728,0.97491,-0.11695,1.3163
0.56126,0.0076744,0.66859,0.94797,-0.1168,1.289
0.56219,0.0075577,0.66986,0.92091,-0.11663,1.2615
0.5631,0.0074411,0.67111,0.89373,-0.11646,1.234
0.56398,0.0073248,0.67233,0.86643,-0.11627,1.2063
0.56483,0.0072086,0.67352,0.83902,-0.11608,1.1784
0.56566,0.0070926,0.67469,0.81152,-0.11589,1.1505
0.56646,0.0069768,0.67582,0.78392,-0.11569,1.1224
0.56723,0.0068612,0.67693,0.75624,-0.1155,1.0943
0.56797,0.0067458,0.67801,0.72849,-0.11532,1.066
0.56868,0.0066306,0.67906,0.70068,-0.11513,1.0375
0.56937,0.0065156,0.68009,0.6728,-0.11494,1.009
0.57003,0.0064007,0.68108,0.64488,-0.11475,0.98035
0.57066,0.0062861,0.68205,0.61692,-0.11456,0.95158
0.57126,0.0061716,0.68298,0.58893,-0.11435,0.9227
0.57184,0.0060574,0.68389,0.56091,-0.11413,0.89371
0.57238,0.0059434,0.68477,0.53287,-0.11389,0.86461
0.5729,0.0058296,0.68562,0.50481,-0.11363,0.83541
0.57339,0.0057161,0.68644,0.47673,-0.11334,0.80612
0.57386,0.0056029,0.68723,0.44863,-0.11303,0.77673
0.57429,0.0054901,0.68799,0.42052,-0.11268,0.74727
0.5747,0.0053776,0.68873,0.3924,-0.1123,0.71773
0.57508,0.0052655,0.68943,0.36426,-0.11189,0.68813
0.57543,0.0051538,0.6901,0.33611,-0.11144,0.65847
0.57575,0.0050426,0.69075,0.30794,-0.11097,0.62876
0.57604,0.0049319,0.69136,0.27976,-0.11046,0.599
0.57631,0.0048217,0.69195,0.25156,-0.10993,0.56922
0.57654,0.0047121,0.6925,0.22336,-0.10937,0.5394
0.57675,0.004603,0.69302,0.19514,-0.10879,0.50956
0.57693,0.0044945,0.69352,0.16691,-0.10819,0.47971
0.57709,0.0043866,0.69398,0.13869,-0.10758,0.44984
0.57721,0.0042794,0.69442,0.11046,-0.10696,0.41996
0.57731,0.0041727,0.69482,0.082246,-0.10633,0.39008
0.57738,0.0040667,0.6952,0.054044,-0.10569,0.36019
0.57742,0.0039613,0.69554,0.025863,-0.10506,0.3303
0.57743,0.0038566,0.69586,-0.0022873,-0.10443,0.30041
0.57741,0.0037525,0.69614,-0.030401,-0.10379,0.27052
0.57737,0.003649,0.6964,-0.058469,-0.10316,0.24064
0.5773,0.0035462,0.69663,-0.086484,-0.10252,0.21076
0.57719,0.003444,0.69682,-0.11444,-0.10188,0.18089
0.57707,0.0033424,0.69699,-0.14233,-0.10124,0.15102
0.57691,0.0032415,0.69712,-0.17014,-0.10059,0.12116
0.57673,0.0031412,0.69723,-0.19787,-0.099926,0.091321
0.57651,0.0030416,0.69731,-0.22552,-0.099252,0.061496
0.57627,0.0029427,0.69735,-0.25309,-0.098561,0.031693
0.57601,0.0028445,0.69737,-0.28056,-0.097852,0.0019177
0.57571,0.0027471,0.69736,-0.30794,-0.09712,-0.027825
0.57539,0.0026503,0.69731,-0.33522,-0.096365,-0.057529
0.57504,0.0025543,0.69724,-0.36241,-0.095584,-0.087188
0.57467,0.0024592,0.69714,-0.3895,-0.094778,-0.11679
0.57426,0.0023648,0.69701,-0.41649,-0.093945,-0.14634
0.57383,0.0022713,0.69685,-0.44339,-0.093086,-0.17582
0.57338,0.0021786,0.69666,-0.47018,-0.092203,-0.20523
0.57289,0.0020869,0.69644,-0.49688,-0.091298,-0.23456
0.57238,0.001996,0.69619,-0.52348,-0.090371,-0.2638
0.57185,0.0019061,0.69591,-0.54997,-0.089427,-0.29295
0.57128,0.0018172,0.6956,-0.57636,-0.088467,-0.32201
0.57069,0.0017292,0.69527,-0.60264,-0.087496,-0.35096
0.57008,0.0016422,0.6949,-0.62881,-0.086515,-0.37981
0.56944,0.0015562,0.69451,-0.65486,-0.085528,-0.40855
0.56877,0.0014712,0.69408,-0.68079,-0.084537,-0.43718
0.56808,0.0013871,0.69363,-0.7066,-0.083544,-0.46569
0.56736,0.0013041,0.69315,-0.73226,-0.08255,-0.49409
0.56661,0.001222,0.69264,-0.75779,-0.081556,-0.52237
0.56584,0.001141,0.69211,-0.78317,-0.080563,-0.55054
0.56504,0.0010609,0.69154,-0.8084,-0.079571,-0.57858
0.56422,0.00098182,0.69095,-0.83346,-0.078577,-0.6065
0.56338,0.00090374,0.69033,-0.85836,-0.077582,-0.6343
0.56251,0.00082665,0.68968,-0.88309,-0.076583,-0.66197
0.56161,0.00075057,0.68901,-0.90764,-0.075579,-0.68951
0.56069,0.0006755,0.6883,-0.93202,-0.074566,-0.71692
0.55975,0.00060145,0.68757,-0.95621,-0.073543,-0.74419
0.55878,0.00052842,0.68681,-0.98021,-0.072507,-0.77133
0.55779,0.00045644,0.68603,-1.004,-0.071457,-0.79831
0.55677,0.00038551,0.68522,-1.0276,-0.070391,-0.82515
0.55573,0.00031566,0.68438,-1.0511,-0.069307,-0.85184
0.55467,0.00024691,0.68351,-1.0743,-0.068204,-0.87836
0.55358,0.00017927,0.68262,-1.0973,-0.067083,-0.90472
0.55248,0.00011275,0.6817,-1.1202,-0.065943,-0.9309
0.55134,4.7388e-05,0.68076,-1.1428,-0.064785,-0.95691
0.55019,-1.681e-05,0.67979,-1.1653,-0.063611,-0.98273
0.54901,-7.9826e-05,0.6788,-1.1876,-0.062421,-1.0084
0.54781,-0.00014165,0.67777,-1.2096,-0.061218,-1.0338
0.54659,-0.00020226,0.67673,-1.2315,-0.060004,-1.0591
0.54535,-0.00026165,0.67566,-1.2531,-0.058782,-1.0841
0.54409,-0.00031982,0.67456,-1.2746,-0.057553,-1.1089
0.5428,-0.00037675,0.67344,-1.2958,-0.05632,-1.1336
0.5415,-0.00043245,0.67229,-1.3169,-0.055085,-1.158
0.54017,-0.00048692,0.67112,-1.3377,-0.05385,-1.1822
0.53882,-0.00054015,0.66993,-1.3583,-0.052616,-1.2062
0.53745,-0.00059215,0.66871,-1.3787,-0.051384,-1.23
0.53606,-0.00064292,0.66747,-1.3988,-0.050155,-1.2535
0.53466,-0.00069247,0.6662,-1.4187,-0.048929,-1.2769
0.53323,-0.00074078,0.66491,-1.4384,-0.047706,-1.3
0.53178,-0.00078788,0.6636,-1.4578,-0.046484,-1.3229
0.53031,-0.00083375,0.66227,-1.477,-0.045263,-1.3456
0.52882,-0.00087841,0.66091,-1.4959,-0.044041,-1.368
0.52732,-0.00092183,0.65953,-1.5146,-0.042817,-1.3902
0.5258,-0.00096404,0.65813,-1.533,-0.041589,-1.4122
0.52425,-0.001005,0.65671,-1.5511,-0.040354,-1.434
0.52269,-0.0010447,0.65526,-1.569,-0.039113,-1.4555
0.52112,-0.0010832,0.6538,-1.5866,-0.037862,-1.4768
0.51952,-0.0011205,0.65231,-1.604,-0.036602,-1.4978
0.51791,-0.0011564,0.6508,-1.621,-0.03533,-1.5186
0.51628,-0.0011911,0.64927,-1.6379,-0.034048,-1.5391
0.51463,-0.0012245,0.64772,-1.6544,-0.032754,-1.5594
0.51297,-0.0012566,0.64615,-1.6707,-0.031449,-1.5795
0.51129,-0.0012874,0.64457,-1.6867,-0.030134,-1.5992
0.5096,-0.0013169,0.64296,-1.7025,-0.028811,-1.6187
0.50789,-0.001345,0.64133,-1.718,-0.027479,-1.6379
0.50616,-0.0013718,0.63968,-1.7332,-0.026142,-1.6569
0.50442,-0.0013973,0.63801,-1.7481,-0.024801,-1.6755
0.50266,-0.0014214,0.63633,-1.7628,-0.023457,-1.6939
0.50089,-0.0014442,0.63463,-1.7772,-0.022113,-1.712
0.49911,-0.0014657,0.63291,-1.7913,-0.020771,-1.7298
0.49731,-0.0014858,0.63117,-1.8052,-0.019431,-1.7473
0.4955,-0.0015045,0.62941,-1.8187,-0.018096,-1.7646
0.49367,-0.001522,0.62764,-1.832,-0.016766,-1.7815
0.49184,-0.0015381,0.62585,-1.845,-0.015442,-1.7982
0.48998,-0.0015528,0.62404,-1.8577,-0.014124,-1.8146
